IdCliente,Nombre,FechaNacimiento,Genero,Nacionalidad,ProvinciaResidencia
9530,"Lehman, Hannah",1966-06-09,F,ES,Segovia
9531,"el-Rais, Fahmi",1986-07-03,NA,ES,Jaén
9532,"Doan, Zhening",1974-10-26,F,ES,Burgos
9533,"Tasker, Salella",1970-07-14,M,CH,Tarragona
9534,"Powers, John",1968-06-01,F,ES,Cuenca
9535,"Mortensen, Joseph",1977-09-09,NA,ZM,Islas Balears
9536,"Herrera, Spencer",1949-12-29,F,ES,Salamanca
9537,"Varghese, Payton",1993-02-01,F,ES,Palencia
9538,"Streaty, Jermaine",1941-11-23,NA,ES,Soria
9539,"Yanito, Amanda",1966-10-03,M,IO,Teruel
9540,"Beck, Kiva",1987-03-06,M,ES,Guadalajara
9541,"Blackmun, Loren",1984-01-29,F,SA,Teruel
9542,"Rojas, Janelle",1969-09-13,M,ES,Álava
9543,"Dennis, Jordan",1958-08-08,M,ES,Cáceres
9544,"Jimenez, Xaviera",1974-07-27,NA,ES,Soria
9545,"Clayton, Corey",1966-09-08,NA,EH,Palencia
9546,"Nastacio, Taylor",1964-09-27,F,ES,Asturias
9547,"el-Rehman, Baasim",1960-03-28,M,MO,Cádiz
9548,"Reynolds, Pavit",1944-06-13,F,ES,Madrid
9549,"Nguyen, Shirley",1976-09-15,NA,ES,Teruel
9550,"Barrett, Kati",1960-07-05,F,ES,Orense
9551,"Nash, Teryk",1989-08-01,M,TM,Salamanca
9552,"Espinoza, Joseph",1945-07-07,M,ES,Segovia
9553,"Willis, Jazlyn",1982-05-24,M,KR,Islas Balears
9554,"al-Syed, Tufail",1977-03-26,F,ES,Tarragona
9555,"Cawili, Sariah",1953-09-26,NA,ES,Santa Cruz de Tenerife
9556,"Perez, Nubia",1991-12-28,M,ES,La Rioja
9557,"el-Hossain, Sulama",1965-04-24,NA,IL,Las Palmas
9558,"Geer, Brooke",1963-10-07,F,ES,Segovia
9559,"Reyes, Renata",1968-10-20,F,NA,Navarra
9560,"Harris, Devante",1991-11-03,F,ES,Islas Balears
9561,"al-Kader, Mansoor",1966-05-03,M,ES,Lugo
9562,"Che, Rafiullah",1972-04-30,F,ES,Málaga
9563,"al-Jaber, Taqi",1963-06-12,NA,NA,La Coruña
9564,"Aragon, Sabrina",1967-04-24,F,ES,Palencia
9565,"Baker, Darnell",1963-01-18,F,SN,Las Palmas
9566,"Spears, Brooke",1987-07-02,F,ES,Valencia
9567,"Laner, Smokey",1955-11-07,NA,ES,Álava
9568,"Gilmore, Jiair",1942-06-01,F,ES,La Rioja
9569,"Long, Stephen",1948-10-16,M,SK,Zaragoza
9570,"Aryan, Audrey",1962-09-21,M,ES,La Rioja
9571,"Mckenzie, Chloe",1993-03-05,F,VC,Huelva
9572,"Duke, Taylor",1965-12-30,M,ES,Zamora
9573,"Amaya, Candace",1949-03-24,M,ES,Álava
9574,"Burns, Khadijah",1990-01-12,F,ES,Palencia
9575,"Lacy, Ty",1964-04-22,M,WF,Tarragona
9576,"Lee, Khang",1989-04-04,F,ES,Lugo
9577,"el-Mousa, Taqi",1986-08-20,NA,BN,Málaga
9578,"Rhodes, Amy",1965-02-26,M,ES,Lérida
9579,"Thompkins, Connie",1988-04-08,M,ES,Islas Balears
9580,"Chau, Tina",1965-11-29,NA,ES,Jaén
9581,"Hudson, Janaye",1956-02-10,NA,SI,Guadalajara
9582,"Tinsley-Timmons, Tahleel",1987-09-06,F,ES,Segovia
9583,"Arties, Blaine",1944-03-05,M,HK,Cáceres
9584,"Caldwell, Da'Quasha",1994-02-22,NA,ES,Jaén
9585,"al-Attar, Raabia",1942-10-15,F,ES,Vizcaya
9586,"Guardado, Sarah",1953-07-29,F,ES,Alicante
9587,"Barber, Brandi",1989-06-24,M,AE,Castellón
9588,"Anderson, Imani",1983-09-20,F,ES,Navarra
9589,"Gonzales, Savannah",1961-12-02,F,CL,Murcia
9590,"Marsh, Emilio",1983-11-09,F,ES,Álava
9591,"Cossey, Alison",1984-01-10,M,ES,Ciudad Real
9592,"Crilley, Lucas",1962-06-07,F,ES,Cuenca
9593,"Ford, Richard",1988-04-23,M,CM,Cuenca
9594,"Buchanan, Ajem",1951-06-07,M,ES,Segovia
9595,"Domingo, Urey",1985-12-19,M,HU,Alicante
9596,"Mendoza-Perez, Florencio",1955-05-05,NA,ES,Valencia
9597,"Coyote, Gabriell",1968-05-26,NA,ES,Barcelona
9598,"el-Ebrahim, Haani",1941-03-02,F,ES,La Rioja
9599,"Cummings, Randall",1960-05-22,F,NA,Valladolid
9600,"Tucker, Adeeb",1941-12-28,NA,ES,Álava
9601,"Pascual Marin, Carla",1959-01-26,F,NF,Santa Cruz de Tenerife
9602,"al-Ebrahim, Hameeda",1961-07-15,M,ES,La Rioja
9603,"Soria, Jesus",1979-01-06,F,ES,Ávila
9604,"Barrow, Matthew",1949-06-10,F,ES,Tarragona
9605,"Byrd Jr, Shayla",1982-03-28,F,DE,Pontevedra
9606,"Schaller, Stephen",1974-03-03,F,ES,Castellón
9607,"Dixit, Rebecca",1987-04-25,NA,AT,Álava
9608,"el-Kazi, Aamina",1966-06-05,NA,ES,Orense
9609,"Taulton, Dominique",1981-09-11,M,ES,Córdoba
9610,"al-Shaikh, Waatiq",1955-12-14,M,ES,Cantabria
9611,"Mcdondle, Timothy",1955-05-24,M,PA,Gerona
9612,"Kim, Kalina",1970-07-14,M,ES,Almería
9613,"Tomlinson, Christopher",1993-08-13,NA,VE,Asturias
9614,"Lucero, German",1950-02-02,M,ES,Cáceres
9615,"Brown, Sha'Cori",1941-05-24,F,ES,Segovia
9616,"Lee, Yeon Soo",1993-03-30,F,ES,Soria
9617,"Kanayama, Amanda",1958-06-13,F,NA,Valladolid
9618,"Harper, Jenna",1974-06-29,M,ES,Segovia
9619,"Riley, Reiana",1968-05-29,NA,SE,Barcelona
9620,"el-Saab, Rabi",1957-10-19,M,ES,Ávila
9621,"Loffert, Brant",1977-09-19,M,ES,La Coruña
9622,"Lisle, Kursh",1956-08-13,F,ES,Ávila
9623,"Darling, Aspen",1955-06-12,F,KZ,León
9624,"al-Hashem, Naadir",1942-07-18,M,ES,Murcia
9625,"Solomon, Justice",1974-07-05,F,TK,Segovia
9626,"el-Ayoob, Mahfoodha",1961-11-27,F,ES,La Rioja
9627,"Dang, Paul",1943-10-22,NA,ES,Vizcaya
9628,"Forney, Amanda",1970-11-29,F,ES,Ávila
9629,"Nsubuga, Jessica",1960-05-20,F,LU,Cuenca
9630,"Molinar-Dominguez, Anthony",1951-07-02,F,ES,Barcelona
9631,"Randall, Nathaniel",1963-09-24,NA,GL,Santa Cruz de Tenerife
9632,"Sibomana, Izzante",1976-05-23,F,ES,Guipúzcoa
9633,"Yoshimura, Kanishka",1992-09-24,M,ES,Toledo
9634,"James, Jedidiah",1943-10-26,M,ES,Madrid
9635,"Cabrera, Allison",1983-12-03,M,IN,La Coruña
9636,"al-Tariq, Saeed",1990-02-07,F,ES,Las Palmas
9637,"Martinez, Brittney",1952-05-22,M,MG,Las Palmas
9638,"Das, Yeng",1961-03-03,F,ES,La Rioja
9639,"Davis III, Danielle",1955-04-07,M,ES,Valladolid
9640,"Dussault, Tiandrea",1943-01-06,M,ES,Burgos
9641,"Griffin, Lloyd",1993-11-20,NA,ME,Guipúzcoa
9642,"Barajas, Anthony",1985-04-29,NA,ES,Palencia
9643,"Artichoker, Chaz",1976-08-12,F,KH,Zaragoza
9644,"el-Rasul, Fateena",1956-10-22,M,ES,Cantabria
9645,"al-Salem, Sabaah",1959-10-28,M,ES,Guadalajara
9646,"Alcantar, Mackenzie",1978-07-09,NA,ES,Córdoba
9647,"Brooks, Tifani",1943-04-02,F,MA,Lugo
9648,"Romero, Sayra",1957-08-26,F,ES,Zamora
9649,"Lewis, Zala",1986-12-29,F,MH,Almería
9650,"al-Abraham, Abdul Baari",1989-06-05,NA,ES,Tarragona
9651,"Retana, Jimmie",1948-10-13,F,ES,Ávila
9652,"Vasquez, Nizhoni",1953-06-30,M,ES,Guadalajara
9653,"al-Eid, Mishaari",1941-01-25,NA,SM,Palencia
9654,"Carter, Rick",1980-11-26,F,ES,Murcia
9655,"el-Toure, Naadiya",1940-02-17,F,JO,Zaragoza
9656,"Valliere, Greta",1964-11-11,F,ES,Barcelona
9657,"Judkins, Moriah",1981-11-18,NA,ES,Lugo
9658,"Verne, John",1981-10-01,NA,ES,León
9659,"Lester, Dominic",1959-02-14,NA,AT,Las Palmas
9660,"Ghent, Katherine",1954-09-30,M,ES,Madrid
9661,"el-Bashara, Hamdaan",1970-01-08,F,TL,Burgos
9662,"Jones, Shayla",1944-02-05,NA,ES,Segovia
9663,"Jackson, Chauncey",1981-06-10,F,ES,Cádiz
9664,"Haanstad, Rebecca",1969-03-12,F,ES,Almería
9665,"Nielsen, Austin",1976-08-20,F,SG,Lugo
9666,"el-Moustafa, Ridwaan",1988-09-07,F,ES,Tarragona
9667,"Montoya, Hunter",1976-02-03,NA,NA,La Coruña
9668,"Powell, Scott",1980-09-03,F,ES,Burgos
9669,"Navarro, Mersadi",1945-05-28,M,ES,Cuenca
9670,"Sullivan, Joshua",1981-11-08,M,ES,Valladolid
9671,"el-Selim, Taariq",1958-10-12,M,HN,Badajoz
9672,"Atkinson, Wai",1985-01-05,M,ES,Tarragona
9673,"Vincent, Chasity",1988-02-03,NA,SN,Burgos
9674,"al-Jamal, Razeen",1942-03-21,F,ES,La Coruña
9675,"Nunez, Olivia",1968-05-30,F,ES,Zamora
9676,"Dowley, Mitchell",1976-05-19,M,ES,Barcelona
9677,"Farmer, Dameion",1975-03-18,M,BA,Tarragona
9678,"Oetken, Dinnicka",1968-04-17,F,ES,Palencia
9679,"el-Rizk, Mahmood",1982-03-29,F,ME,Palencia
9680,"Pope, Joseph",1984-09-25,F,ES,La Rioja
9681,"Schroeder, Jerrod",1943-01-30,F,ES,Soria
9682,"White, Elizabeth",1954-07-28,M,ES,Gerona
9683,"Simonich, Rachel",1976-09-28,F,MZ,Orense
9684,"al-Daoud, Nabeela",1965-10-11,NA,ES,Valencia
9685,"Garcia, Jasmine",1940-10-23,NA,GM,Córdoba
9686,"Nguyen, Joshua",1949-06-19,NA,ES,Ciudad Real
9687,"Wilson, Christian",1959-06-24,M,ES,Lérida
9688,"Galligan, Jasmine",1978-09-04,NA,ES,Guipúzcoa
9689,"Duran, Joshua",1940-01-16,NA,SH,Almería
9690,"Le, Akane",1993-10-03,F,ES,Zaragoza
9691,"Snow, Mariam",1968-08-16,M,NA,Almería
9692,"Heaney, Aryn",1985-06-07,F,ES,Guadalajara
9693,"Schubert, Collin",1944-01-03,M,ES,Murcia
9694,"el-Haider, Saif",1956-12-11,F,ES,Guipúzcoa
9695,"Hsu, Soua",1984-05-27,M,NA,Teruel
9696,"Martinez, Samantha",1943-08-17,NA,ES,Guipúzcoa
9697,"Newman, Mckenzie",1975-06-22,M,MA,Orense
9698,"Bryant, Sierra",1988-08-18,NA,ES,Alicante
9699,"Romero, Francisco",1980-10-18,M,ES,Pontevedra
9700,"Groover, Trevor",1991-01-16,NA,ES,Valencia
9701,"Kusupati, Alysia",1953-01-08,M,BR,Toledo
9702,"Wooten, Annastasia",1980-11-09,F,ES,Toledo
9703,"Benitez, Brenda",1971-03-16,M,NA,Valencia
9704,"Krantz, Kincaid",1977-06-03,F,ES,Lugo
9705,"Duran, Olivya",1969-03-09,F,ES,Santa Cruz de Tenerife
9706,"Silva, Marrissa",1988-03-07,F,ES,Huesca
9707,"Lee, Jing",1984-11-26,M,PK,Santa Cruz de Tenerife
9708,"Mcghee, Ahjanaye",1994-09-18,M,ES,Álava
9709,"Billy, Alejandra",1992-06-27,NA,VI,Soria
9710,"Posey, Logan",1991-07-31,NA,ES,Huesca
9711,"Calzada, Christopher",1992-07-19,F,ES,Alicante
9712,"Lyon, Shelby",1941-09-10,M,ES,Lugo
9713,"Johnson, Matthew",1982-02-09,F,HM,Islas Balears
9714,"al-Mohammad, Marwa",1965-06-21,NA,ES,Huesca
9715,"Halliburton, Darian",1955-01-05,NA,PA,Tarragona
9716,"Hitchens, Marissa",1962-03-01,F,ES,Islas Balears
9717,"John, Samantha",1976-02-19,F,ES,Lérida
9718,"Aranda, Monica",1967-05-03,M,ES,Toledo
9719,"Le, Miriam Aileen",1949-03-04,F,PA,Santa Cruz de Tenerife
9720,"Colbert, Michaela",1987-02-02,M,ES,Ávila
9721,"Kennedy, Zachary",1962-07-22,NA,BO,Segovia
9722,"Lopez, Jesse",1944-05-24,M,ES,Almería
9723,"Brame, Deondre",1961-11-20,M,ES,Zamora
9724,"Haberman, Lucky",1990-11-18,NA,ES,Orense
9725,"Mberwa, Marquise",1963-08-22,M,ES,Valencia
9726,"el-Tabet, Jamaal",1991-04-02,F,ES,Cádiz
9727,"Bodnar, Kaylie",1949-12-05,M,NA,Navarra
9728,"Bartholomay, Conor",1989-11-14,NA,ES,Murcia
9729,"Vazquez, Christa",1976-01-27,F,ES,Huesca
9730,"el-Abdi, Kaamil",1955-03-03,F,ES,Ciudad Real
9731,"Valdo, Deja",1990-11-21,NA,PY,Barcelona
9732,"al-Fares, Saahir",1974-12-17,NA,ES,Salamanca
9733,"White, Alysa",1958-06-13,F,GM,Asturias
9734,"Wilkerson, Alicia",1943-08-25,F,ES,Las Palmas
9735,"Fluetsch, Maximeno",1963-07-24,NA,ES,Santa Cruz de Tenerife
9736,"Martinez, Kevin",1944-05-09,M,ES,Vizcaya
9737,"el-Wahab, Naaila",1968-06-13,M,DK,Tarragona
9738,"Medina, Cinthia",1950-02-22,F,ES,Zamora
9739,"Devnani, Maya",1984-03-11,M,MY,Huesca
9740,"Gelatt, Eamon",1970-04-12,M,ES,Tarragona
9741,"Palma, Jesse",1967-07-23,F,ES,La Coruña
9742,"Cardona, Leonardo",1953-12-02,M,ES,Cantabria
9743,"Leverette, Lakai",1977-10-06,F,NA,Almería
9744,"Planchard, Alissa",1942-06-05,M,ES,Cuenca
9745,"el-Farman, Saahir",1990-09-09,M,ML,Huelva
9746,"Tinnin, Aliyah",1949-03-08,F,ES,Ávila
9747,"Briseno, Lauren",1957-06-28,F,ES,Toledo
9748,"Taimanglo, Dong",1970-10-31,F,ES,Cádiz
9749,"Langley, Breanna",1974-01-15,M,IR,Ciudad Real
9750,"Clark, Courtney",1995-01-01,F,ES,Cádiz
9751,"Schmitz, Kaitlin",1965-06-19,M,BO,Castellón
9752,"Gonzales, Greg",1970-08-19,M,ES,Pontevedra
9753,"Mo, Lee",1957-01-18,NA,ES,Gerona
9754,"al-Faris, Quraish",1987-06-16,M,ES,Valladolid
9755,"Kiggins, Mariah",1954-09-27,F,MH,Albacete
9756,"Mishra, Madison",1982-07-15,F,ES,Cuenca
9757,"Tan, Megan",1973-06-08,F,HR,Burgos
9758,"Buckley, Essevan",1976-03-16,F,ES,Barcelona
9759,"Vang, Hannah",1989-11-28,NA,ES,La Coruña
9760,"Stein, Rachel",1969-03-29,F,ES,Soria
9761,"al-Nawaz, Haleema",1979-06-03,M,HN,Lérida
9762,"Williams, Kasey",1993-01-10,F,ES,León
9763,"Abrams, Cordero",1947-07-01,F,LR,Lérida
9764,"Ali, Jaylyn",1990-03-10,F,ES,Teruel
9765,"Ramirez, Michelle",1964-07-24,F,ES,Málaga
9766,"Badhesha, Karros",1945-06-22,F,ES,Pontevedra
9767,"Lewis, Kayshaun",1977-07-31,NA,TW,Barcelona
9768,"el-Assaf, Ghaada",1940-04-03,NA,ES,Soria
9769,"Harvey, Madison",1979-11-06,NA,VC,Badajoz
9770,"Pineda, Isabel",1968-08-18,M,ES,Valencia
9771,"Moore, Jonathan",1958-02-15,F,ES,Cáceres
9772,"Martinez, Skylar",1956-01-22,M,ES,Madrid
9773,"Hagiwara, Tyler",1945-11-18,M,CK,Palencia
9774,"al-Yacoub, Munisa",1948-05-12,NA,ES,Teruel
9775,"Haselmaier, Courtney",1968-10-10,M,MD,Madrid
9776,"al-Iqbal, Sajaa",1993-08-21,NA,ES,Granada
9777,"Bishop, Brian",1993-12-16,F,ES,Ciudad Real
9778,"Levy, Raymond",1983-09-27,M,ES,Burgos
9779,"Pattee, Tyler",1975-11-19,NA,BO,Jaén
9780,"Cruz, Timothy",1964-01-08,F,ES,Tarragona
9781,"Cardoza, Trekeith",1990-08-04,M,SG,Gerona
9782,"Cochran, Thomas",1963-11-03,M,ES,Cuenca
9783,"el-Mussa, Nooriyya",1951-06-16,F,ES,Almería
9784,"Isabelle, Matthew",1970-07-16,F,ES,Palencia
9785,"Kume, Priyanka",1953-10-16,F,FO,Jaén
9786,"Abou Ayache, Lucas",1987-10-14,NA,ES,Badajoz
9787,"Humphrey, Katherine",1973-11-08,M,LB,Asturias
9788,"Ford, Liya",1940-07-03,F,ES,Teruel
9789,"al-Masri, Abdullah",1956-03-06,M,ES,Almería
9790,"el-Baluch, Juwairiya",1984-03-02,M,ES,Segovia
9791,"Martin, Nicholas",1991-01-12,M,CH,Santa Cruz de Tenerife
9792,"Jimenez, Jessica",1956-09-21,F,ES,Salamanca
9793,"Morrison, Cheri",1977-02-06,M,KH,Madrid
9794,"Deguzman Gransee, Grace",1959-08-16,F,ES,Jaén
9795,"Reish, Jacob",1959-05-27,M,ES,La Coruña
9796,"Parker, Jeremiah",1981-07-13,NA,ES,Guipúzcoa
9797,"Villanueva, Seong",1942-11-14,F,TW,Cantabria
9798,"el-Arif, Daawood",1987-08-05,F,ES,Palencia
9799,"Ahmed, Cynthia",1975-01-28,M,FM,Santa Cruz de Tenerife
9800,"Valles, Keenan",1991-12-19,NA,ES,Valencia
9801,"Bruno, Timothy",1985-07-06,M,ES,La Coruña
9802,"Bruce, Alex",1976-07-26,M,ES,Badajoz
9803,"Flores, Michael",1942-07-09,F,VN,Zaragoza
9804,"al-Neman, Muneera",1963-09-19,NA,ES,Badajoz
9805,"Gaonkar, David",1975-06-15,NA,CX,Guadalajara
9806,"Archuleta, Mariah",1944-02-07,F,ES,Vizcaya
9807,"Fulton, Mark",1970-02-01,F,ES,Santa Cruz de Tenerife
9808,"Marks, John",1970-06-13,M,ES,Santa Cruz de Tenerife
9809,"Baker, Grace",1942-07-25,F,LR,Zamora
9810,"Lane, Nathan",1950-05-04,F,ES,Cádiz
9811,"Chapa, Andrew",1955-09-19,M,MQ,Castellón
9812,"Hernandez, Frances",1991-05-27,M,ES,Zamora
9813,"Stoneking, Gabriel",1993-02-18,M,ES,Cantabria
9814,"Best, Austin",1943-11-30,M,ES,Jaén
9815,"Park, Manezeh",1972-04-24,M,NA,La Rioja
9816,"Duarte, Laura",1966-08-04,F,ES,Soria
9817,"Holstead, Elena",1941-11-01,F,KN,Cuenca
9818,"Doan, Gary",1982-07-02,F,ES,Madrid
9819,"Nteza, Anthony",1950-06-21,NA,ES,Alicante
9820,"Burton, Megan",1970-12-20,M,ES,Álava
9821,"Ross, Hallie",1985-02-14,M,NA,Albacete
9822,"Slade Rael, Matthew",1951-10-19,F,ES,Gerona
9823,"Dall, Kailynda",1962-06-20,F,MY,Cuenca
9824,"Atkinson, Ian",1963-07-27,M,ES,León
9825,"Chadwick, Sedona",1988-04-14,M,ES,Soria
9826,"Yazzie, Shawnna",1953-02-23,F,ES,La Rioja
9827,"al-Mohammed, Rifqa",1969-11-05,M,RU,Córdoba
9828,"Fuller, Isaiah",1986-01-07,F,ES,Zaragoza
9829,"el-Jaffer, Rayyana",1968-07-25,NA,DE,Guadalajara
9830,"Jones, Aaliyah",1951-08-29,F,ES,Ávila
9831,"Gilzean, Kimberlynn",1993-10-20,F,ES,La Rioja
9832,"Davis, Marcius",1965-08-24,M,ES,Ávila
9833,"Kangas, Christopher",1962-05-31,NA,LT,Sevilla
9834,"Perez, Justice",1972-01-22,M,ES,León
9835,"Bowman, Marquis",1993-12-30,F,NA,Cantabria
9836,"Cao, Ethan",1941-09-06,M,ES,Cantabria
9837,"Nguyen, Lynn",1954-12-19,F,ES,Gerona
9838,"Kim, Abhi",1988-01-11,NA,ES,Sevilla
9839,"al-Hamady, Huraira",1988-04-05,F,MX,Almería
9840,"Rajpal, Christopher",1993-02-08,M,ES,Las Palmas
9841,"Lucero, Lolita",1947-04-12,NA,NA,Soria
9842,"Fernandez, Kendra",1952-10-09,M,ES,Cantabria
9843,"Domer, Rocky",1962-06-15,NA,ES,Navarra
9844,"el-Kanan, Raashid",1992-03-31,M,ES,Cuenca
9845,"Herndon, Jocelyn",1965-05-29,M,NA,Navarra
9846,"Bonser, Alex",1950-12-09,NA,ES,Palencia
9847,"Harrison, Kentuan",1978-04-01,NA,NA,Córdoba
9848,"Lee, Charlie",1966-06-13,M,ES,León
9849,"Fukushima, Marcel",1962-07-30,F,ES,Las Palmas
9850,"Vasquez, Stephanie",1945-05-15,F,ES,Albacete
9851,"Garten, Austin",1958-11-05,F,FJ,Palencia
9852,"Bowman, Matthew",1948-07-23,F,ES,Huesca
9853,"el-Abid, Sufyaan",1985-10-30,M,NL,Valladolid
9854,"Schumacher, Riley",1969-06-03,M,ES,Ciudad Real
9855,"Alamea-Morales, Miranda",1941-05-03,F,ES,Asturias
9856,"Le, Phuc Danny",1967-05-28,F,ES,Toledo
9857,"Sihombing, Thinh",1981-07-14,M,LT,Guipúzcoa
9858,"Murphy, Angela",1941-03-08,M,ES,León
9859,"Wilson, Hayden",1941-10-13,F,IQ,Albacete
9860,"el-Srour, Siraaj",1974-11-04,F,ES,Sevilla
9861,"Henry, Bethelhem",1987-01-01,M,ES,Valencia
9862,"Maldonado, Naylet",1944-11-23,F,ES,Ávila
9863,"Decker, Taely",1986-09-21,M,KE,León
9864,"Manley, Michael",1987-12-25,NA,ES,La Coruña
9865,"al-Haidar, Tayyib",1988-08-18,F,SE,Vizcaya
9866,"el-Hatem, Lutfiyya",1977-05-25,F,ES,Córdoba
9867,"Quick Bear, Justin",1958-11-02,M,ES,Soria
9868,"el-Ayub, Mastoora",1941-04-30,F,ES,Cantabria
9869,"Guss, Kyle",1988-02-19,F,NA,Guadalajara
9870,"Macias, Marli",1942-01-08,F,ES,Guipúzcoa
9871,"Turnbough, Bryna",1972-05-18,NA,EE,Lugo
9872,"al-Omer, Amjad",1985-07-15,F,ES,Alicante
9873,"Alexander, Nyang",1972-11-30,F,ES,Soria
9874,"Garcia, Daniel",1968-12-13,M,ES,Orense
9875,"Alger, Lydia",1980-12-15,F,DM,Valencia
9876,"Sronce, Tony",1977-12-30,M,ES,Almería
9877,"el-Baksh, Abdul Khaliq",1961-06-22,NA,GE,Málaga
9878,"al-Assad, Yaasmeen",1979-07-31,NA,ES,Granada
9879,"Simental, Deirdra",1964-09-28,NA,ES,Ciudad Real
9880,"Montgomery, Sylavis",1944-08-05,F,ES,Navarra
9881,"al-Wali, Basheer",1961-05-29,M,TL,León
9882,"al-Hamid, Azmi",1988-04-20,F,ES,Las Palmas
9883,"Torres, Maribel",1954-01-23,F,LT,Palencia
9884,"Powers, Tisha",1970-02-10,M,ES,Burgos
9885,"Luna-Ortiz, Danisha",1954-03-20,NA,ES,Guipúzcoa
9886,"el-Akbari, Daawood",1960-03-09,M,ES,Álava
9887,"Tesfamariam, Daioshanay",1962-07-13,F,LU,León
9888,"Best, Megan",1976-04-29,M,ES,La Rioja
9889,"Countess, Marjorie",1966-09-23,F,LA,Almería
9890,"Ortiz, Joseph",1947-08-15,F,ES,Cáceres
9891,"Jobson, Lance",1963-11-07,F,ES,Soria
9892,"Daniels, J",1941-11-08,F,ES,Toledo
9893,"Moline, Desiree",1943-09-16,F,LT,Jaén
9894,"Garcia III, Ana",1986-05-09,F,ES,Álava
9895,"Turner, Morgan",1968-09-20,M,BS,Jaén
9896,"Greene, Dakota",1965-05-31,NA,ES,Sevilla
9897,"Mcdondle, Laquan",1966-01-22,F,ES,Salamanca
9898,"Bernal, Joseph",1975-04-14,M,ES,Salamanca
9899,"Maybee, Jenae",1945-08-08,NA,KP,Ciudad Real
9900,"Vigil, Tanya",1981-05-23,NA,ES,Córdoba
9901,"Lee, Nicholas",1959-06-03,M,NA,Huelva
9902,"Bridwell, Cody",1952-12-12,F,ES,Gerona
9903,"el-Rahman, Masood",1942-06-09,M,ES,Asturias
9904,"Petrouske, Katelyn",1942-12-13,F,ES,Cuenca
9905,"Tabarez Luna, Valentin",1952-04-15,F,AO,Ávila
9906,"Fernandez Amador, Felipe",1976-04-10,F,ES,Huesca
9907,"Palombo, Breezie",1973-06-19,NA,TL,Ciudad Real
9908,"Homes, Philip",1969-11-18,NA,ES,Albacete
9909,"Miller, Tyler",1951-10-09,M,ES,Soria
9910,"Wurth, Camry",1968-02-26,NA,ES,Navarra
9911,"Chandramouli, Kirsten",1984-01-24,M,ZM,Albacete
9912,"Ingram, Tia",1972-05-18,NA,ES,Las Palmas
9913,"Rivera Mota, Asaf",1991-07-21,NA,NR,Segovia
9914,"Glah, Joachim",1962-08-30,M,ES,Islas Balears
9915,"Johnson, Reginald",1969-02-17,M,ES,Asturias
9916,"Laner, Torrie",1983-06-28,M,ES,Segovia
9917,"Soriano, Anna",1980-09-13,F,UZ,Cádiz
9918,"Slocum, Cheyenne",1961-02-27,F,ES,Lugo
9919,"Sullivan, Anthony",1958-05-19,M,NA,Segovia
9920,"Lin, Kai",1982-12-05,F,ES,Guipúzcoa
9921,"Yang, Warithnant",1952-01-14,M,ES,Málaga
9922,"Coffman, Joseph",1951-04-06,F,ES,Pontevedra
9923,"Cruz, Bryanna",1972-08-29,F,GI,Toledo
9924,"Truong, Samantha",1969-12-01,F,ES,Segovia
9925,"Malone, Julianna",1989-01-13,NA,FO,Granada
9926,"Leyba, Xavier",1981-03-12,F,ES,Teruel
9927,"al-Suleiman, Randa",1994-06-12,M,ES,Guadalajara
9928,"Coleman-Isaac, De'Vonta",1980-05-06,NA,ES,Albacete
9929,"Gomez, Dillon",1977-02-01,NA,FR,Badajoz
9930,"Wigdahl, Joshua",1942-01-20,NA,ES,Barcelona
9931,"Gifford, Philip",1979-04-21,NA,CG,Albacete
9932,"Blackburn, Emily",1948-12-22,F,ES,Valencia
9933,"Rains, Christopher",1967-12-17,F,ES,Cáceres
9934,"el-Salek, Sawada",1963-05-28,F,ES,Álava
9935,"Coyhis, Ander",1991-07-17,F,TK,Valencia
9936,"Theil, Alexander",1973-02-17,M,ES,Santa Cruz de Tenerife
9937,"Beightel, Alexandria",1956-01-07,NA,PN,Córdoba
9938,"el-Radwan, Jubair",1991-05-13,M,ES,Navarra
9939,"Holmes, Aujane",1961-10-06,F,ES,Tarragona
9940,"Hollis, Jordan",1940-04-18,F,ES,Cádiz
9941,"Santistevan, Kristina",1986-03-24,NA,CZ,Segovia
9942,"Watkins, Krystal",1976-03-31,M,ES,Córdoba
9943,"Doyle-Swazer, Tonya",1981-12-04,M,MO,Pontevedra
9944,"Moore, Michael",1967-08-20,M,ES,Alicante
9945,"Huebl, Ariana",1959-10-06,M,ES,Tarragona
9946,"Gandarilla-Perez, Abrahm",1944-11-06,M,ES,Cantabria
9947,"Mejias, Lisa",1943-07-19,NA,LI,Palencia
9948,"Lehi, Kaci",1961-11-21,F,ES,Cáceres
9949,"Amelkin, Gabriel",1978-02-13,NA,GP,Guipúzcoa
9950,"Tsinnijinnie, Jordan",1982-09-12,F,ES,Murcia
9951,"al-Diab, Ameera",1942-05-24,NA,ES,Granada
9952,"Simmons, Chasity",1941-07-09,F,ES,Jaén
9953,"Szeton, Sabbrina",1986-03-04,M,CC,Álava
9954,"John, Brenden",1951-10-13,M,ES,Soria
9955,"Lee, Nicole",1951-09-16,NA,PN,Pontevedra
9956,"Balderrama, Mylan",1989-07-01,M,ES,Zaragoza
9957,"Aranda, Ciara",1957-03-18,F,ES,Segovia
9958,"Gorsevski, Kyrsten",1947-10-23,NA,ES,Murcia
